videoid,contentUrl,duration,page_dir,name
4519217,https://ak.picdn.net/shutterstock/videos/4519217/preview/stock-footage-concert-crowd.mp4,PT00H00M10S,053401_053450,Concert crowd
14413210,https://ak.picdn.net/shutterstock/videos/14413210/preview/stock-footage-web-or-internet-searching-for-movies-online.mp4,PT00H00M11S,012851_012900,"Web or internet searching for movies online
"
8939278,https://ak.picdn.net/shutterstock/videos/8939278/preview/stock-footage-wedding-decor.mp4,PT00H00M08S,009801_009850,Wedding decor
1016856535,https://ak.picdn.net/shutterstock/videos/1016856535/preview/stock-footage-pupils-are-walking-along-school-corridor.mp4,PT00H00M11S,184501_184550,Pupils are walking along school corridor 
1007964715,https://ak.picdn.net/shutterstock/videos/1007964715/preview/stock-footage-cooking-green-curry-with-chicken-thai-food.mp4,PT00H00M16S,008601_008650,"Cooking green curry with chicken , thai food"
1015017802,https://ak.picdn.net/shutterstock/videos/1015017802/preview/stock-footage-ocean-tide-washing-up-on-caribbean-island-on-a-cloudy-day-for-green-screen-or-chroma-key-out-of.mp4,PT00H00M22S,182751_182800,Ocean tide washing up on caribbean island on a cloudy day for green screen or chroma key. out of focus or defocused background plate for compositing or keying.
6210968,https://ak.picdn.net/shutterstock/videos/6210968/preview/stock-footage-wet-crab-is-walking-on-a-sand-beach-slow-motion-filmed-at-fps.mp4,PT00H00M41S,171051_171100,Wet crab is walking on a sand beach. slow motion. filmed at 250 fps
1048539313,https://ak.picdn.net/shutterstock/videos/1048539313/preview/stock-footage-attractive-young-man-stands-on-the-street-and-smokes-a-cigarette-boy-tightens-the-smoke-and-starts.mp4,PT00H00M12S,113351_113400,Attractive young man stands on the street and smokes a cigarette. boy tightens the smoke and starts coughing
1030504313,https://ak.picdn.net/shutterstock/videos/1030504313/preview/stock-footage-cheerful-multiracial-couple-sitting-on-bench-and-using-tablet-two-employees-looking-at-modern.mp4,PT00H00M10S,046251_046300,Cheerful multiracial couple sitting on bench and using tablet. two employees looking at modern tablet while resting in summer park. technology concept
1034880077,https://ak.picdn.net/shutterstock/videos/1034880077/preview/stock-footage-aerial-view-of-broken-beach-in-nusa-penida-indonesia.mp4,PT00H00M11S,030151_030200,Aerial view of broken beach in nusa penida indonesia
5405354,https://ak.picdn.net/shutterstock/videos/5405354/preview/stock-footage-car-journey-blured-motion-time-lapse-off-center-vanishing-point.mp4,PT00H00M07S,008451_008500,Car journey blured motion time lapse off center vanishing point 
31034899,https://ak.picdn.net/shutterstock/videos/31034899/preview/stock-footage-joyful-elderly-couple-starting-doing-physical-exercises-in-the-park.mp4,PT00H00M23S,052051_052100,Joyful elderly couple starting doing physical exercises in the park
22304116,https://ak.picdn.net/shutterstock/videos/22304116/preview/stock-footage-an-orthodox-jew-praying-at-the-western-wall-in-jerusalem-israel.mp4,PT00H00M08S,114701_114750,An orthodox jew praying at the western wall in jerusalem israel
1037639219,https://ak.picdn.net/shutterstock/videos/1037639219/preview/stock-footage-vineyard-drone-view-chianti-region-tuscany.mp4,PT00H00M34S,144701_144750,Vineyard drone view chianti region tuscany
20330098,https://ak.picdn.net/shutterstock/videos/20330098/preview/stock-footage-animation-glowin-circles-seamless-loop.mp4,PT00H00M10S,095001_095050,Animation glowin circles. seamless loop
23540005,https://ak.picdn.net/shutterstock/videos/23540005/preview/stock-footage-lake-iseo-seen-from-the-porthole-of-a-luxury-boat.mp4,PT00H00M08S,177401_177450,"Lake iseo seen from the porthole of a luxury boat
"
1045023913,https://ak.picdn.net/shutterstock/videos/1045023913/preview/stock-footage-thoughtful-insecure-young-lady-feel-depressed-and-worried-think-of-mental-problem-stressed.mp4,PT00H00M19S,146301_146350,"Thoughtful insecure young lady feel depressed and worried think of mental problem, stressed frustrated anxious lady doubting deciding troubled with loneliness mistake concept."
23086951,https://ak.picdn.net/shutterstock/videos/23086951/preview/stock-footage-young-bartender-exploring-new-cocktails-using-tablet.mp4,PT00H00M21S,135251_135300,Young bartender exploring new cocktails using tablet
22043488,https://ak.picdn.net/shutterstock/videos/22043488/preview/stock-footage-beijing-china-oct-people-wander-in-the-yanqihu-park-beijing-china.mp4,PT00H00M25S,116401_116450,"Beijing,china-oct 2,2016: people wander in the yanqihu park, beijing, china.
"
1039650365,https://ak.picdn.net/shutterstock/videos/1039650365/preview/stock-footage--aerial-view-by-drone-shima-city.mp4,PT00H00M14S,148001_148050,"
aerial view by drone shima city."
23627368,https://ak.picdn.net/shutterstock/videos/23627368/preview/stock-footage-man-going-through-pine-forest-on-a-road-covered-with-snow.mp4,PT00H00M09S,033801_033850,"Man going through pine forest on a road covered with snow 06
"
1053518270,https://ak.picdn.net/shutterstock/videos/1053518270/preview/stock-footage-two-young-men-are-pushing-up-and-competing-in-the-gym-exercising-and-building-muscles-to-be-a.mp4,PT00H00M17S,198851_198900,Two young men are pushing up and competing in the gym. exercising and building muscles to be a bodybuilder or athlete.
11059823,https://ak.picdn.net/shutterstock/videos/11059823/preview/stock-footage-pebbles-on-beach-with-a-gentle-moving-tide-in-background-bridlington-north-yorkshire-uk.mp4,PT00H00M08S,008601_008650,"Pebbles on beach with a gentle moving tide in background. bridlington, north yorkshire, uk."
10093490,https://ak.picdn.net/shutterstock/videos/10093490/preview/stock-footage-bangkok-city-at-night-thailand.mp4,PT00H00M29S,067551_067600,"Bangkok city at night, thailand
"
29850475,https://ak.picdn.net/shutterstock/videos/29850475/preview/stock-footage-sugar-falls-on-a-plate-of-apricots-on-a-wood-table-close-up.mp4,PT00H00M20S,090751_090800,Sugar falls on a plate of apricots on a wood table. close up.
1022034391,https://ak.picdn.net/shutterstock/videos/1022034391/preview/stock-footage-communication-network-animation.mp4,PT00H00M18S,088601_088650,Communication network animation 
1046381722,https://ak.picdn.net/shutterstock/videos/1046381722/preview/stock-footage-a-drone-flies-up-to-the-entrance-of-a-luxury-hotel-night-shooting-lights-are-on-the-effect-of.mp4,PT00H00M15S,130951_131000,"A drone flies up to the entrance of a luxury hotel. night shooting, lights are on, the effect of presence. russia, tatarstan, kol gali resort spa 5 june 08, 2019"
