videoid,contentUrl,duration,page_dir,name
1016949691,https://ak.picdn.net/shutterstock/videos/1016949691/preview/stock-footage-aerial-view-rise-up-move-dramatic-sunset-over-residential-area-of-small-town-tarvin-in-cheshire.mp4,PT00H00M22S,122301_122350,"Aerial view, rise up move. dramatic sunset over residential area of small town, tarvin in cheshire."
33630043,https://ak.picdn.net/shutterstock/videos/33630043/preview/stock-footage-wave-move-on-the-beach.mp4,PT00H00M21S,147151_147200,Wave move on the beach
1008810080,https://ak.picdn.net/shutterstock/videos/1008810080/preview/stock-footage-rear-view-of-senior-man-and-grandson-sitting-on-bench.mp4,PT00H00M22S,000501_000550,Rear view of senior man and grandson sitting on bench.
1030442876,https://ak.picdn.net/shutterstock/videos/1030442876/preview/stock-footage-young-pretty-kitten-walking-in-the-yard-on-a-summer-day.mp4,PT00H00M17S,021051_021100,Young pretty kitten walking in the yard on a summer day.
1009650437,https://ak.picdn.net/shutterstock/videos/1009650437/preview/stock-footage-tulip-flowers-blooming-in-spring.mp4,PT00H00M08S,047351_047400,Tulip flowers blooming in spring
7786603,https://ak.picdn.net/shutterstock/videos/7786603/preview/stock-footage-zoom-out-of-scenic-rice-terraces-in-the-northern-mountains-of-vietnam-sapa-vietnam.mp4,PT00H00M10S,127901_127950,Zoom out of scenic rice terraces in the northern mountains of vietnam -  sapa vietnam
1010552258,https://ak.picdn.net/shutterstock/videos/1010552258/preview/stock-footage-blue-watercolor-paint-drops-dissolve-on-water-in-glass-on-white-background.mp4,PT00H00M15S,088051_088100,Blue watercolor paint drops dissolve on water in glass on white background
1024117553,https://ak.picdn.net/shutterstock/videos/1024117553/preview/stock-footage-beautiful-young-woman-having-a-glass-of-wine-while-smiling-in-front-of-a-white-background.mp4,PT00H00M25S,146301_146350,Beautiful young woman having a glass of wine while smiling in front of a white background
1045102984,https://ak.picdn.net/shutterstock/videos/1045102984/preview/stock-footage-airport-terminal-people-silhouette-footage-october-antalya-turkey.mp4,PT00H00M40S,014451_014500,"Airport terminal, people, silhouette footage, october 4, 2019 - antalya, turkey"
34014250,https://ak.picdn.net/shutterstock/videos/34014250/preview/stock-footage-closeup-view-through-small-magnifier-on-cryptocurrency-bitcoin-bright-model-with-logo-and-different.mp4,PT00H00M21S,195551_195600,Closeup view through small magnifier on cryptocurrency bitcoin bright model with logo and different patterns
1021851829,https://ak.picdn.net/shutterstock/videos/1021851829/preview/stock-footage-a-perfect-neighbourhood-houses-in-suburb-at-summer-in-the-north-america-luxury-houses-with-nice.mp4,PT00H00M13S,041901_041950,A perfect neighbourhood. houses in suburb at summer in the north america. luxury houses with nice landscape. aerial drone view.
32958472,https://ak.picdn.net/shutterstock/videos/32958472/preview/stock-footage-guy-and-girl-sit-on-couch-and-play-console-game-guy-win-fps.mp4,PT00H00M25S,145651_145700,"Guy and girl sit on couch and play console game, guy win 50 fps"
1022482444,https://ak.picdn.net/shutterstock/videos/1022482444/preview/stock-footage-aerial-on-a-town.mp4,PT00H00M06S,022901_022950,Aerial on a town
21003415,https://ak.picdn.net/shutterstock/videos/21003415/preview/stock-footage-worried-businessman-leaning-against-the-window.mp4,PT00H00M26S,081901_081950,Worried businessman leaning against the window
1032980414,https://ak.picdn.net/shutterstock/videos/1032980414/preview/stock-footage-attractive-cheerful-smiling-blonde-woman-dressed-in-swimming-suit-and-straw-hat-posing-on-beach.mp4,PT00H00M26S,147801_147850,"Attractive cheerful smiling blonde woman dressed in swimming suit and straw hat posing on beach, enjoying her travel, holiday and sea. slow motion. hd"
5766263,https://ak.picdn.net/shutterstock/videos/5766263/preview/stock-footage-time-lapse-of-sunrise-at-the-coastline-zoom-in.mp4,PT00H00M15S,195051_195100,Time lapse of sunrise at the coastline -zoom in-
4793171,https://ak.picdn.net/shutterstock/videos/4793171/preview/stock-footage-close-up-of-young-business-professionals-in-a-meeting-about-future-projects.mp4,PT00H00M15S,100901_100950,Close-up of young business professionals in a meeting about future projects
24499394,https://ak.picdn.net/shutterstock/videos/24499394/preview/stock-footage-clivia-miniata-amaryllidaceae-filmed-in-madrid-spain-in-february.mp4,PT00H00M14S,068851_068900,"Clivia miniata, amaryllidaceae. filmed in madrid, spain, in february 2017."
20091613,https://ak.picdn.net/shutterstock/videos/20091613/preview/stock-footage-group-of-students-in-woodwork-training-course.mp4,PT00H00M20S,192051_192100,Group of students in woodwork training course
1048286647,https://ak.picdn.net/shutterstock/videos/1048286647/preview/stock-footage-close-up-female-belly-during-hair-removal-procedure-with-special-flashing-laser-in-medical-clinic.mp4,PT00H00M18S,066851_066900,"Close up, female belly during hair removal procedure with special flashing laser in medical clinic. concept of women beauty, cosmetology, epilation"
6229979,https://ak.picdn.net/shutterstock/videos/6229979/preview/stock-footage-transparent-ball-with-inscription-connecting-computer-generated-full-hd-video.mp4,PT00H00M10S,077951_078000,Transparent ball with inscription connecting. computer generated full hd video
1049267272,https://ak.picdn.net/shutterstock/videos/1049267272/preview/stock-footage-macro-shot-of-fresh-beer-in-slow-motion-pure-refreshment.mp4,PT00H00M14S,004051_004100,Macro shot of fresh beer in slow motion - pure refreshment
1038411536,https://ak.picdn.net/shutterstock/videos/1038411536/preview/stock-footage-sexy-cheerful-woman-is-standing-in-pool-and-drinking-lemonade-from-glass-smiling.mp4,PT00H00M34S,061901_061950,"Sexy cheerful woman is standing in pool and drinking lemonade from glass, smiling"
9407267,https://ak.picdn.net/shutterstock/videos/9407267/preview/stock-footage-clavicle-bone-skeleton-x-ray-scan-in-blue.mp4,PT00H00M15S,056801_056850,Clavicle bone skeleton x-ray scan in blue
1031964326,https://ak.picdn.net/shutterstock/videos/1031964326/preview/stock-footage-chess-pawn-with-country-flag-hong-kong-united-kingdom.mp4,PT00H00M09S,046951_047000,"Chess pawn with country flag, hong kong, united kingdom"
27473179,https://ak.picdn.net/shutterstock/videos/27473179/preview/stock-footage--pheasant-pheasants-who-recently-hatched-from-eggs-on-a-pheasant-farm-birds-under-the-rays-of-an.mp4,PT00H00M16S,052001_052050,"
pheasant pheasants, who recently hatched from eggs on a pheasant farm. birds under the rays of an artificial, red color in the cells. running, eating, drinking, warming under the lempons"
1028935958,https://ak.picdn.net/shutterstock/videos/1028935958/preview/stock-footage-beautiful-and-clean-tropical-fresh-water-fish-on-the-clean-lake.mp4,PT00H00M11S,111851_111900,Beautiful and clean tropical fresh water fish on the clean lake
1009212641,https://ak.picdn.net/shutterstock/videos/1009212641/preview/stock-footage-circa-s-passengers-ride-on-crowded-public-transportation-in-the-bay-area-in-the-s.mp4,PT00H00M32S,052601_052650,Circa 1940s - passengers ride on crowded public transportation in the bay area in the 1940s.
31020550,https://ak.picdn.net/shutterstock/videos/31020550/preview/stock-footage-st-petersburg-russia-july-river-cargo-ship-on-the-river-neva-in-st-petersburg-russia.mp4,PT00H00M38S,129701_129750,"St. petersburg, russia - july, 2017: river cargo ship on the river neva in st. petersburg, russia"
1017637489,https://ak.picdn.net/shutterstock/videos/1017637489/preview/stock-footage-aerial-footage-of-agricultural-fields-on-a-bright-sunny-day-and-in-the-sunrise-camera-moves.mp4,PT00H01M00S,046251_046300,Aerial footage of agricultural fields on a bright sunny day and in the sunrise. camera moves forwards.
1009879424,https://ak.picdn.net/shutterstock/videos/1009879424/preview/stock-footage-professional-video-of-los-angeles-hollywood-fwy-sign-in-slow-motion-fps.mp4,PT00H00M21S,031051_031100,Professional video of los angeles hollywood 5 fwy sign in slow motion 120fps
1041625579,https://ak.picdn.net/shutterstock/videos/1041625579/preview/stock-footage-close-up-of-wood-worker-using-an-electric-hand-drill-to-drill-a-hole-through-the-bracket.mp4,PT00H00M15S,055701_055750,Close up of wood worker using an electric hand drill to drill a hole through the bracket
2107217,https://ak.picdn.net/shutterstock/videos/2107217/preview/stock-footage-view-of-pamukkale-a-unesco-world-heritage-site-in-southwestern-turkey.mp4,PT00H00M30S,119001_119050,"View of pamukkale, a unesco world heritage site in southwestern turkey"
1042708792,https://ak.picdn.net/shutterstock/videos/1042708792/preview/stock-footage-kocaeli-izmit-turkey-december-fishing-boats-in-the-bay.mp4,PT00H00M33S,145751_145800,"Kocaeli, izmit / turkey - december 08 2019 : fishing boats in the bay"
1052015533,https://ak.picdn.net/shutterstock/videos/1052015533/preview/stock-footage-step-by-step-mother-and-daughter-decorating-art-pumpkins-with-glitter-in-mermaid-theme-for.mp4,PT00H00M37S,121251_121300,Step by step. mother and daughter decorating art pumpkins with glitter in mermaid theme for halloween.
9273002,https://ak.picdn.net/shutterstock/videos/9273002/preview/stock-footage-start-the-treasure-hunt-on-the-castle-ruins-slow-motion-helicopter-camera-flaying-above-the-castle.mp4,PT00H00M15S,061251_061300,Start the treasure hunt on the castle ruins. slow motion helicopter camera flaying above the castle ruins when the couple with the kids are starting the treasure hunt.
33489412,https://ak.picdn.net/shutterstock/videos/33489412/preview/stock-footage-roundabout-merry-go-round-spinning-on-empty-playground-with-its-shadow.mp4,PT00H00M15S,033351_033400,Roundabout merry go round spinning on empty playground with its shadow
28921885,https://ak.picdn.net/shutterstock/videos/28921885/preview/stock-footage-flaming-number-seven-burning-in-orange-fire-centred-on-black-background-in-concept-image.mp4,PT00H00M10S,118701_118750,Flaming number seven burning in orange fire centred on black background in concept image
11362400,https://ak.picdn.net/shutterstock/videos/11362400/preview/stock-footage-bunny-eating-grass-in-the-field-and-relaxing-k-p-fps-ultrahd-footage-rabbit-outdoor-in-the.mp4,PT00H00M17S,063851_063900,Bunny eating grass in the field and relaxing 4k 2160p 30fps ultrahd footage - rabbit outdoor in the grass eating and looking 4k 3840x2160 uhd video
1013580923,https://ak.picdn.net/shutterstock/videos/1013580923/preview/stock-footage--k-caucasian-man-walking-in-distressed-brick-alleyway.mp4,PT00H00M06S,078851_078900,4k caucasian man walking in distressed brick alleyway
1008953894,https://ak.picdn.net/shutterstock/videos/1008953894/preview/stock-footage-young-red-haired-girl-blogger-smiling-talking-at-the-camera-using-a-smartphone-reading-comments.mp4,PT00H00M20S,074651_074700,"Young red-haired girl blogger, smiling, talking at the camera, using a smartphone, reading comments, home comfort in the background. 60 fps"
23468770,https://ak.picdn.net/shutterstock/videos/23468770/preview/stock-footage-falkland-scotland-january-bruce-fountain-and-parish-church-falkland-palace-scotland-th.mp4,PT00H00M44S,133301_133350,"Falkland, scotland january 26: bruce fountain and parish church falkland palace, scotland 26th january 2017
"
3609029,https://ak.picdn.net/shutterstock/videos/3609029/preview/stock-footage-money.mp4,PT00H00M06S,023851_023900,Money
1028484071,https://ak.picdn.net/shutterstock/videos/1028484071/preview/stock-footage-north-brunswick-new-jersey-united-states-drone-lake-kayaking.mp4,PT00H00M08S,177851_177900,"North brunswick, new jersey / united states - 08 01 2017: drone lake kayaking"
32652988,https://ak.picdn.net/shutterstock/videos/32652988/preview/stock-footage-milk-production-line-close-up-of-automated-process-at-food-factory-pouring-milk-in-plastic-bottle.mp4,PT00H00M14S,092251_092300,Milk production line. close up of automated process at food factory. pouring milk in plastic bottle at dairy plant. production process at dairy factory
30316036,https://ak.picdn.net/shutterstock/videos/30316036/preview/stock-footage-kazan-tatarstan-russia-december-macro-talented-girl-with-black-brush-draws-gas-company.mp4,PT00H00M06S,021101_021150,"Kazan, tatarstan/russia - december 20 2016: macro talented girl with black brush draws gas company picture in horizontal position on white canvas on december 20 in kazan"
1040859056,https://ak.picdn.net/shutterstock/videos/1040859056/preview/stock-footage-aerial-view-of-autumn-trees-in-the-black-forest-in-germany-pan-to-the-right-beside-tree-tops.mp4,PT00H00M21S,001851_001900,Aerial view of autumn trees in the black forest in germany. pan to the right beside tree tops.
1028555087,https://ak.picdn.net/shutterstock/videos/1028555087/preview/stock-footage-women-s-and-children-s-hands-hold-chicken-egg-decorated-for-easter-chick-with-painted-face.mp4,PT00H00M10S,026201_026250,Women's and children's hands hold chicken egg decorated for easter chick with painted face. handmade easter design
