videoid,contentUrl,duration,page_dir,name
1015501243,https://ak.picdn.net/shutterstock/videos/1015501243/preview/stock-footage-abstract-animated-stained-background-seamless-loop-video-watercolor-effect-yellow-ochre-bronze.mp4,PT00H00M20S,114851_114900,Abstract animated stained background seamless loop video - watercolor effect - yellow ochre bronze brown color
32529445,https://ak.picdn.net/shutterstock/videos/32529445/preview/stock-footage-aerial-view-of-dubrovnik-croatia.mp4,PT00H00M32S,170701_170750,"Aerial view of dubrovnik, croatia"
1015280458,https://ak.picdn.net/shutterstock/videos/1015280458/preview/stock-footage-bacolod-city-negros-occidental-philippines-beautiful-river-clear-water-flows.mp4,PT00H00M10S,185501_185550,"Bacolod city, negros occidental / philippines - 07 07 2018: beautiful river clear water flows."
1052299609,https://ak.picdn.net/shutterstock/videos/1052299609/preview/stock-footage-beauty-concept-a-young-woman-is-fondling-a-face-on-a-white-background-k-resolution.mp4,PT00H00M16S,000851_000900,Beauty concept. a young woman is fondling a face on a white background. 4k resolution.
14421559,https://ak.picdn.net/shutterstock/videos/14421559/preview/stock-footage-winter-forest-winterwald-am-gaisberg-schnee.mp4,PT00H00M15S,174701_174750,"Winter forest, winterwald am gaisberg, schnee, 110"
19597729,https://ak.picdn.net/shutterstock/videos/19597729/preview/stock-footage-zurich-switzerland-may-timelapse-footage-of-traffic-at-zurich-hb-rail-station.mp4,PT00H00M11S,002751_002800,"Zurich, switzerland: may 03, 2016: timelapse footage of traffic at zurich hb rail station."
1014509156,https://ak.picdn.net/shutterstock/videos/1014509156/preview/stock-footage-busy-beautiful-young-woman-working-on-a-laptop-computer-with-business-papers-picking-up-a-phone-to.mp4,PT00H00M18S,179851_179900,Busy beautiful young woman working on a laptop computer with business papers picking up a phone to work a call sitting on the beach by the sea on a sunny day and drinking wine from a glass 4k.
968590,https://ak.picdn.net/shutterstock/videos/968590/preview/stock-footage-cocktail-glass-near-water-pool.mp4,PT00H00M09S,014651_014700,Cocktail glass near water pool
1013721950,https://ak.picdn.net/shutterstock/videos/1013721950/preview/stock-footage-tokyo-japan-july-th-woman-s-hand-browsing-facebook-application-with-apple-iphone.mp4,PT00H00M08S,016201_016250,"Tokyo, japan - july 14th, 2018. woman's hand browsing facebook application with apple iphone."
26969203,https://ak.picdn.net/shutterstock/videos/26969203/preview/stock-footage-united-arab-emirates-dubai-may-stair-form-roof-in-dubai-mall.mp4,PT00H00M10S,186751_186800,"United arab emirates, dubai - may 15, 2017: stair form roof in dubai mall"
1022431387,https://ak.picdn.net/shutterstock/videos/1022431387/preview/stock-footage-bear-catch-salmon.mp4,PT00H00M19S,052001_052050,Bear catch salmon
24553652,https://ak.picdn.net/shutterstock/videos/24553652/preview/stock-footage-thought-bubble-moving-slow-animated-icon-with-copy-space-concept-of-thinking-ideas-and.mp4,PT00H00M20S,109201_109250,"Thought bubble moving slow. animated icon with copy space. concept of thinking, ideas and innovation."
1039852847,https://ak.picdn.net/shutterstock/videos/1039852847/preview/stock-footage-exhaust-vapor-from-power-plant-swirls-through-air-at-night-at-power-plant.mp4,PT00H00M22S,096101_096150,Exhaust vapor from power plant swirls through air at night at power plant.
1014156950,https://ak.picdn.net/shutterstock/videos/1014156950/preview/stock-footage-close-up-of-young-teenage-girl-responding-to-text-message-on-her-phone-with-an-annoyed-expression.mp4,PT00H00M10S,134951_135000,Close up of young teenage girl responding to text message on her phone with an annoyed expression. 
20560309,https://ak.picdn.net/shutterstock/videos/20560309/preview/stock-footage-united-kingdom-london-may-view-from-train-london-suburb.mp4,PT00H00M22S,039951_040000,"United kingdom, london - may 29, 2016: view from train - london suburb"
1018922743,https://ak.picdn.net/shutterstock/videos/1018922743/preview/stock-footage-young-businesswoman-looking-at-the-window-in-the-moving-car.mp4,PT00H00M11S,094801_094850,Young businesswoman looking at the window in the moving car
34820455,https://ak.picdn.net/shutterstock/videos/34820455/preview/stock-footage-veterinarian-surgeon-does-an-internal-anesthetic-for-a-dog-in-a-veterinary-clinic-anesthesiologist.mp4,PT00H00M12S,182301_182350,Veterinarian surgeon does an internal anesthetic for a dog in a veterinary clinic. anesthesiologist prepares the dog for surgery.
