videoid,contentUrl,duration,page_dir,name
3052759,https://ak.picdn.net/shutterstock/videos/3052759/preview/stock-footage-fancy-and-extraordinary-colorful-material-surface-soft-waves-and-motions-in-dark-environment-within.mp4,PT00H00M10S,072751_072800,Fancy and extraordinary colorful material surface soft waves and motions in dark environment within peaceful abstract
1017370666,https://ak.picdn.net/shutterstock/videos/1017370666/preview/stock-footage-leaves-of-tree-with-sunlight-in-chiangmai-thailand.mp4,PT00H00M14S,007351_007400,Leaves of tree with sunlight in chiangmai thailand
1057449052,https://ak.picdn.net/shutterstock/videos/1057449052/preview/stock-footage-miami-beach-fl-usa-august-driving-on-miami-beach-front-view-k-footage.mp4,PT00H00M29S,194451_194500,"Miami beach, fl, usa - august 13, 2020: driving on miami beach front view 4k footage"
1014084245,https://ak.picdn.net/shutterstock/videos/1014084245/preview/stock-footage-five-girls-join-hands-clinking-ice-cream-hands-close-up.mp4,PT00H00M15S,106701_106750,Five girls join hands clinking ice cream. hands close-up.
20118877,https://ak.picdn.net/shutterstock/videos/20118877/preview/stock-footage-portrait-of-beautiful-brunette-girl-walking-down-the-street-keeping-takeaway-drink-in-one-hand.mp4,PT00H00M14S,022601_022650,"Portrait of beautiful brunette girl walking down the street. keeping takeaway drink in one hand, other next to her head. smiling. urban city scene. warm sunny weather. outdoors"
1034149643,https://ak.picdn.net/shutterstock/videos/1034149643/preview/stock-footage-man-in-the-garage-doing-his-own-hands-and-repairing-his-motorcycle-chopper.mp4,PT00H00M22S,076651_076700,Man in the garage doing his own hands and repairing his motorcycle chopper
20860471,https://ak.picdn.net/shutterstock/videos/20860471/preview/stock-footage-barbican-ancient-old-tower-in-warsaw-poland-shot-in-k-ultra-high-definition-uhd.mp4,PT00H00M15S,021251_021300,"Barbican. ancient, old tower in warsaw. poland. shot in 4k (ultra-high definition (uhd))."
1010280011,https://ak.picdn.net/shutterstock/videos/1010280011/preview/stock-footage-white-daffodils-spring-booming-flowers-with-morning-light-in-the-garden.mp4,PT00H00M12S,173651_173700,White daffodils. spring booming flowers with morning light in the garden.
1007294407,https://ak.picdn.net/shutterstock/videos/1007294407/preview/stock-footage-modern-led-candles-and-potpourri-fragrant-flowers-close-up-k-p-fps-ultrahd-tilting-footage.mp4,PT00H00M07S,063351_063400,Modern led candles and potpourri fragrant flowers close-up 4k 2160p 30fps ultrahd tilting footage - slow tilt on mixture of dried petals and spices 3840x2160 uhd footage
28183936,https://ak.picdn.net/shutterstock/videos/28183936/preview/stock-footage-cake-one-layer-white-and-brown-chocolate-cake-with-red-rose-on-top-macro-sliced-chocolate-cake.mp4,PT00H00M17S,085401_085450,"Cake,one layer white and brown chocolate cake with red rose on top, macro. sliced chocolate cake decorated with edible red roses"
1016747854,https://ak.picdn.net/shutterstock/videos/1016747854/preview/stock-footage-paper-cutting-process-close-up-cutter-for-cutting-paper-guillotine-slow-motion-fps-video.mp4,PT00H00M10S,131501_131550,"Paper cutting process, close-up, cutter for cutting paper guillotine. slow motion 250fps (video contains noise and flicker)	
"
1020351790,https://ak.picdn.net/shutterstock/videos/1020351790/preview/stock-footage-aerial-view-of-old-center-of-the-capital-of-georgia-tbilisi-with-mosque-and-church.mp4,PT00H00M16S,198501_198550,Aerial view of old center of the capital of georgia tbilisi with mosque and church
1030669007,https://ak.picdn.net/shutterstock/videos/1030669007/preview/stock-footage-bunch-of-green-grapes-on-a-branch-of-a-garden-nursery.mp4,PT00H00M07S,088801_088850,Bunch of green grapes on a branch of a garden nursery
13615748,https://ak.picdn.net/shutterstock/videos/13615748/preview/stock-footage-jaipur-india-circa-feb-decorative-carved-doors-in-city-palace-jaipur-it-was-the-seat-of.mp4,PT00H00M13S,047201_047250,"Jaipur, india - circa feb. 2015: decorative carved doors in city palace, jaipur. it was the seat of the maharaja of jaipur."
19703857,https://ak.picdn.net/shutterstock/videos/19703857/preview/stock-footage-martin-luther-king-discusses-how-civil-rights-would-make-the-country-better-for-all-citizens-in.mp4,PT00H01M42S,023451_023500,Martin luther king discusses how civil rights would make the country better for all citizens in 1963. (1960s)
21020149,https://ak.picdn.net/shutterstock/videos/21020149/preview/stock-footage-decoration-in-bedroom-interior.mp4,PT00H00M07S,119501_119550,Decoration in bedroom interior
1057468777,https://ak.picdn.net/shutterstock/videos/1057468777/preview/stock-footage-a-beautiful-young-girl-is-resting-on-the-lake-with-a-dog-and-takes-a-selfie.mp4,PT00H00M12S,063901_063950,A beautiful young girl is resting on the lake with a dog and takes a selfie.
11781158,https://ak.picdn.net/shutterstock/videos/11781158/preview/stock-footage-airview-flight-over-bird-s-a-market-in-rocks-of-the-island-of-sakhalin.mp4,PT00H00M18S,077401_077450,Airview flight over bird's a market in rocks of the island of sakhalin
1010026409,https://ak.picdn.net/shutterstock/videos/1010026409/preview/stock-footage-bird-shaped-paper-ornaments-origami-birds-flying-papers.mp4,PT00H00M06S,080051_080100,Bird-shaped paper ornaments. origami birds. flying papers.
8299927,https://ak.picdn.net/shutterstock/videos/8299927/preview/stock-footage-sabrina-cakmakli-erica-durtschi-philo-bair-maria-blersch-coline-ballet-baz-tyrol.mp4,PT00H00M06S,041201_041250,"Sabrina cakmakli, erica durtschi, philo bair, maria blersch, coline ballet baz, tyrol, 2012"
1052547872,https://ak.picdn.net/shutterstock/videos/1052547872/preview/stock-footage-japanese-red-crowned-crane-walks-slowly-through-frame.mp4,PT00H00M18S,094551_094600,Japanese red crowned crane walks slowly through frame. 
1033935404,https://ak.picdn.net/shutterstock/videos/1033935404/preview/stock-footage-salmon-farm-cinematic-top-down-fly-over-shot-of-inline-arranged-salmon-fishing-pools-with-salmon.mp4,PT00H00M30S,123801_123850,"Salmon farm, cinematic top down fly over shot of inline arranged salmon fishing pools with salmon jumping under the net of farming pool, northern norway / lofoten islands"
2081945,https://ak.picdn.net/shutterstock/videos/2081945/preview/stock-footage-andalucia-spain-circa-ronda-plaza.mp4,PT00H00M13S,123651_123700,"Andalucia, spain - circa 2003: ronda plaza"
1009123616,https://ak.picdn.net/shutterstock/videos/1009123616/preview/stock-footage-dayton-ohio-march-march-for-our-lives-crowd-holding-up-signs-in-downtown-dayton-ohio-on.mp4,PT00H00M15S,032501_032550,"Dayton, ohio - march 24: march for our lives crowd holding up signs in downtown dayton, ohio on march 24, 2018.
"
1053491441,https://ak.picdn.net/shutterstock/videos/1053491441/preview/stock-footage-a-person-makes-plastic-goggles-for-a-charity-hospital-for-doctors-video-taken-close-up-without-a.mp4,PT00H00M10S,036951_037000,A person makes plastic goggles for a charity hospital for doctors. video taken close-up without a face with natural light in 4k
1036261844,https://ak.picdn.net/shutterstock/videos/1036261844/preview/stock-footage-brexit-animated-word-cloud-kinetic-typography.mp4,PT00H00M19S,171901_171950,Brexit animated word cloud. kinetic typography.
1042143292,https://ak.picdn.net/shutterstock/videos/1042143292/preview/stock-footage-extreme-close-up-of-juicy-ripe-strawberries-washed-with-water-slow-motion-underwater-shot.mp4,PT00H00M25S,101901_101950,"Extreme close-up of juicy ripe strawberries washed with water. slow motion, underwater shot"
19552597,https://ak.picdn.net/shutterstock/videos/19552597/preview/stock-footage-type-medium-close-up-face-of-young-girl-on-the-phone-dials-the-message-raises-his-eyes-and-smiles.mp4,PT00H00M14S,092201_092250,"Type medium close-up face of young girl on the phone dials the message, raises his eyes and smiles. wind driveth hair."
10350593,https://ak.picdn.net/shutterstock/videos/10350593/preview/stock-footage-cliff-and-ocean-tile-shift-time-lapse-cascais-lisbon-portugal.mp4,PT00H00M13S,006251_006300,"Cliff and ocean, tile shift, time lapse, cascais, lisbon, portugal"
30095011,https://ak.picdn.net/shutterstock/videos/30095011/preview/stock-footage-unroasted-arabica-coffee-beans-after-take-off-parchment-envelope-dried-unhulled-white-coffee-bean.mp4,PT00H00M08S,135051_135100,"Unroasted arabica coffee beans after take off parchment envelope. dried, unhulled white coffee bean before roasting"
25989086,https://ak.picdn.net/shutterstock/videos/25989086/preview/stock-footage-colorful-rolling-glass-marbles-abstract-background.mp4,PT00H00M10S,040401_040450,Colorful rolling glass marbles abstract background.
1031142188,https://ak.picdn.net/shutterstock/videos/1031142188/preview/stock-footage-a-butterfly-lizard-on-guard-then-retreating-back-into-its-hole.mp4,PT00H00M13S,172801_172850,A butterfly lizard on guard then retreating back into its hole.
1034012465,https://ak.picdn.net/shutterstock/videos/1034012465/preview/stock-footage-romantic-couple-kissing-underwater-in-swimming-pool-seductive-woman-making-out-with-young-man.mp4,PT00H00M07S,099301_099350,Romantic couple kissing underwater in swimming pool seductive woman making out with young man floating in water with bubbles sharing intimate kiss summer romance 4k
1031348345,https://ak.picdn.net/shutterstock/videos/1031348345/preview/stock-footage-rgoku-junction-in-japan-tokyo.mp4,PT00H00M10S,128951_129000,Rgoku junction in japan tokyo
1031252696,https://ak.picdn.net/shutterstock/videos/1031252696/preview/stock-footage-daughter-rides-her-dad-s-neck-in-the-park-day.mp4,PT00H00M21S,010751_010800,"Daughter rides her dad's neck in the park, day"
