videoid,contentUrl,duration,page_dir,name
1013404565,https://ak.picdn.net/shutterstock/videos/1013404565/preview/stock-footage-aerial-view-over-forest-in-high-rocky-mountains.mp4,PT00H00M10S,081201_081250,Aerial view over forest in high rocky mountains
1057478788,https://ak.picdn.net/shutterstock/videos/1057478788/preview/stock-footage-attractive-female-model-with-curly-hairstyle-standing-over-red-background-and-looking-at-camera.mp4,PT00H00M08S,176251_176300,Attractive female model with curly hairstyle standing over red background and looking at camera. concept of sensuality and beauty.
25335965,https://ak.picdn.net/shutterstock/videos/25335965/preview/stock-footage-through-cultivated-fields-k.mp4,PT00H00M24S,035401_035450,"Through cultivated fields, 4k"
6851887,https://ak.picdn.net/shutterstock/videos/6851887/preview/stock-footage-washington-dc-june-ascending-dupont-circle-escalator-a-dramatic-emergence-squeaky.mp4,PT00H00M31S,037151_037200,"Washington, dc - june 7, 2014: ascending dupont circle escalator, a dramatic emergence.  squeaky, in spite of relatively recent $$ rehab, this entrance remains uncovered for architectural integrity."
1050782710,https://ak.picdn.net/shutterstock/videos/1050782710/preview/stock-footage-sad-teen-male-young-man-boy-teenager-wearing-a-red-hoodie-in-isolation-during-coronavirus-covid.mp4,PT00H00M14S,050551_050600,Sad teen male young man boy teenager wearing a red hoodie in isolation during coronavirus covid-19 pandemic quarantine sitting looking out of a window 
755689,https://ak.picdn.net/shutterstock/videos/755689/preview/stock-footage-happy-mother-and-little-daughter-having-joined-hands-runs-round-the-birch.mp4,PT00H00M13S,042501_042550,Happy mother and little daughter having joined hands runs round the birch 
1056178130,https://ak.picdn.net/shutterstock/videos/1056178130/preview/stock-footage-moscow-russia-july-young-woman-smoking-hookah-slow-motion.mp4,PT00H00M12S,181251_181300,"Moscow, russia - july 27, 2019: young woman smoking hookah. slow motion."
1041083740,https://ak.picdn.net/shutterstock/videos/1041083740/preview/stock-footage-zurich-switzerland-november-a-group-of-swans-in-zurich-lake.mp4,PT00H00M15S,191251_191300,"Zurich, switzerland - november 11, 2019: a group of swans in zurich lake."
1026755135,https://ak.picdn.net/shutterstock/videos/1026755135/preview/stock-footage-river-in-spring-season.mp4,PT00H00M39S,172651_172700,River in spring season
12967301,https://ak.picdn.net/shutterstock/videos/12967301/preview/stock-footage-slow-motion-close-up-shot-of-red-ant-colony-dwelling-in-the-old-log-of-wood-hardworking-insects.mp4,PT00H01M00S,030551_030600,Slow motion close-up shot of red ant colony dwelling in the old log of wood. hardworking insects moving around the timber
1027437221,https://ak.picdn.net/shutterstock/videos/1027437221/preview/stock-footage-aerial-shot-pointed-down-at-sandgerdi-iceland-coast-showing-crashing-white-peaked-waves-and-clear.mp4,PT00H00M12S,111001_111050,"Aerial shot pointed down at sandgerdi, iceland coast showing crashing white peaked waves and clear water with black rocks."
1016477962,https://ak.picdn.net/shutterstock/videos/1016477962/preview/stock-footage-it-starts-to-snow-in-this-rotating-top-shot-of-a-mossy-forest-floor-the-camera-rotates-until-the.mp4,PT00H00M10S,023451_023500,It starts to snow in this rotating top shot of a mossy forest floor. the camera rotates until the whole scenery is white.
25321337,https://ak.picdn.net/shutterstock/videos/25321337/preview/stock-footage-chicago-usa-march-home-interior-walk-through-living-room-warehouse-conversion-empty.mp4,PT00H00M12S,147501_147550,"Chicago, usa - march 15, 2017: home interior walk through living room warehouse conversion empty space classic apartment"
1016860990,https://ak.picdn.net/shutterstock/videos/1016860990/preview/stock-footage-barbecue-beef-fillet-close-up.mp4,PT00H00M10S,059751_059800,Barbecue beef fillet close up 
1041295132,https://ak.picdn.net/shutterstock/videos/1041295132/preview/stock-footage-neon-light-leaks-on-black-background-overlay-transition-video-color-filters.mp4,PT00H00M14S,182301_182350,Neon light leaks on black background. overlay. transition. video color filters
1066105117,https://ak.picdn.net/shutterstock/videos/1066105117/preview/stock-footage-croissant-with-strawberry-and-cream.mp4,PT00H00M21S,191601_191650,Croissant with strawberry and cream
24329942,https://ak.picdn.net/shutterstock/videos/24329942/preview/stock-footage-index-of-agriculture-up-looping.mp4,PT00H00M06S,143401_143450,Index of agriculture. up. looping.
4784423,https://ak.picdn.net/shutterstock/videos/4784423/preview/stock-footage-sanibel-sunset.mp4,PT00H00M21S,074951_075000,Sanibel sunset
2703626,https://ak.picdn.net/shutterstock/videos/2703626/preview/stock-footage-time-lapse-moving-star-against-forest.mp4,PT00H00M07S,049551_049600,Time lapse moving star against forest
1009688774,https://ak.picdn.net/shutterstock/videos/1009688774/preview/stock-footage-time-lapse-of-florence-city-skyline-in-italy-florence-is-the-capital-city-of-the-italian-region-of.mp4,PT00H00M10S,141351_141400,Time lapse of florence city skyline in italy. florence is the capital city of the italian region of tuscany. florence was center of italy medieval trade and one of the wealthiest cities of that era.
1028966081,https://ak.picdn.net/shutterstock/videos/1028966081/preview/stock-footage-young-business-woman-walking-in-the-office-enthusiastically-studying-the-documents-and-bumps-into.mp4,PT00H00M12S,010301_010350,"Young business woman walking in the office, enthusiastically studying the documents and bumps into another employee. conflict situation. creative coworking. office life"
1039592912,https://ak.picdn.net/shutterstock/videos/1039592912/preview/stock-footage-beauty-of-cave-in-underwater-yucatan-mexico-cenotes-diving-in-clean-and-clear-water-unique.mp4,PT00H00M07S,072051_072100,Beauty of cave in underwater yucatan mexico cenotes. diving in clean and clear water. unique beautiful video footage of wildlife in underwater world.
