videoid,contentUrl,duration,page_dir,name
1007643379,https://ak.picdn.net/shutterstock/videos/1007643379/preview/stock-footage--rd-february-bangkok-thailand-chef-preparing-noodle-for-customer-in-bangkok-s-chinatown.mp4,PT00H00M29S,016701_016750,"3rd february 2018. bangkok, thailand. chef preparing noodle for customer in bangkok's chinatown, thailand "
20055790,https://ak.picdn.net/shutterstock/videos/20055790/preview/stock-footage--k-istanbul-city-of-contrasts-agricultural-lands-and-modern-buildings.mp4,PT00H00M05S,080751_080800,"4k istanbul - city of contrasts: agricultural lands and modern buildings
"
1039376480,https://ak.picdn.net/shutterstock/videos/1039376480/preview/stock-footage-toronto-ontario-canada-october-driving-plate-reverse-pov-at-night-on-busy-highway-through.mp4,PT00H00M29S,130901_130950,"Toronto, ontario, canada october 2019 driving plate reverse pov at night on busy highway through toronto"
1062608908,https://ak.picdn.net/shutterstock/videos/1062608908/preview/stock-footage-glowing-neon-line-gamepad-icon-isolated-on-black-background-game-controller-k-video-motion.mp4,PT00H00M10S,185601_185650,Glowing neon line gamepad icon isolated on black background. game controller. 4k video motion graphic animation
1009061513,https://ak.picdn.net/shutterstock/videos/1009061513/preview/stock-footage-close-up-of-raspberries-on-black-background-k-k.mp4,PT00H00M12S,125251_125300,Close-up of raspberries on black background 4k 4k
1033785653,https://ak.picdn.net/shutterstock/videos/1033785653/preview/stock-footage-toddler-boy-at-park-pointing-towards-water-close-up-on-face.mp4,PT00H00M09S,007701_007750,Toddler boy at park pointing towards water - close up on face
7256593,https://ak.picdn.net/shutterstock/videos/7256593/preview/stock-footage-sunset-view-on-a-lake-with-sun-reflection-line-on-the-ripple-red-splashes-and-floating-ducks.mp4,PT00H00M37S,060351_060400,"Sunset view on a lake with sun reflection line on the ripple, red splashes and floating ducks. peaceful, relaxing and meditative intro in the hd footage.
"
9319511,https://ak.picdn.net/shutterstock/videos/9319511/preview/stock-footage-golden-wheat-ready-to-be-harvested-with-blue-sky-background.mp4,PT00H00M27S,052301_052350,Golden wheat ready to be harvested with blue sky background
8053501,https://ak.picdn.net/shutterstock/videos/8053501/preview/stock-footage-two-year-old-child-girl-eats-with-fingers-in-front-of-the-computer-with-cartoons.mp4,PT00H00M18S,089701_089750,Two year old child girl eats with fingers in front of the computer with cartoons
29731699,https://ak.picdn.net/shutterstock/videos/29731699/preview/stock-footage-coffee-pour-from-professional-coffee-machine-into-cappuccino-cup.mp4,PT00H00M39S,116901_116950,Coffee pour from professional coffee machine into cappuccino cup
